"text","label"
"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX","2"
"Free entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry std txt rate TC's apply 08452810073 for details 18","2"
"GSOH? Good with SPAM the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg1.50rcvd","2"
"you want to submit your website to search engines but do not know how to do it ? submitting your website in search engines may increase your online sales dramatically . if you invested time and money into your website , you simply must submit your website online otherwise it wiii be invisible virtuaiiy , which means efforts spent in vain . lf you want peopie to know about your website and boost your revenues , the oniy way to do that is to make your site visible in places where people search for information , i . e . submit your website in muitipie search engines . submit your website oniine and watch visitors stream to your e business . best regards , leopoidowaiton not interested . . .","2"
"New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693","2"
"free sporting events ! no more paying for movies border lpx solid yellow padding 3 px click here for more on this great product channels you buy for free include all new movie releases which normally cost 5 a movie , free adult movies spice , playboy , hotzone , etc normally cost 10 a movie , free wrestling , ufc , boxing ppv ' s wwf , nwa , boxing heavy weight fights normally cost 30 80 an event , free live music concerts eminem , b . spears , dixie chicks , etc normally cost 35 an event , free bottom line anything you would normally buy you get free with this ! what does this mean ? means you save 1000 in programming a month for one low cost of this unique filter . guaranteed to work ! is there a catch ? the only catch is you need digital cable . this is because you must buy via the remote control for the filter to work . don ' t have digital cable ? simply upgrade for the small fee as you will be getting 1000 ' s of free programming a month ! a very worthwhile investment for your leisure time ! bonus ! with the purchase of the filter you also get a free 20 value gift item . you can ' t go wrong on this blowout sale ! ! ! all this for only 40 ! click below to get more information border lpx solid yellow padding 3 px click here for more on this great product if you no longer wish to receive our offers and updates click below and we will promptly honor your request . to be removed click here ansmtp component build v 5 . 0 http www . adminsystem . net trial version only","2"
"WIN a year supply of CDs 4 a store of ur choice worth 500 enter our 100 Weekly draw txt MUSIC to 87066 TsCs www.Ldew.com.subs161win150ppmx3","2"
"Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150pmin 18","2"
"Greetings!You are receiving this letter because you have expressed an interest in receiving information about online business opportunities. If this is erroneous then please accept my most sincere apology. This is a onetime mailing, so no removal is necessary.If you've been burned, betrayed, and backstabbed by multilevel marketing, MLM, then please read this letter. It could be the most important one that has ever landed in your Inbox.MULTILEVEL MARKETING IS A HUGE MISTAKE FOR MOST PEOPLEMLM has failed to deliver on its promises for the past 50 years. The pursuit of the MLM Dream has cost hundreds of thousands of people their friends, their fortunes and their sacred honor. The fact is that MLM is fatally flawed, meaning that it CANNOT work for most people.The companies and the few who earn the big money in MLM are NOT going to tell you the real story. FINALLY, there is someone who has the courage to cut through the hype and lies and tell the TRUTH about MLM.HERE'S GOOD NEWSThere IS an alternative to MLM that WORKS, and works BIG! If you haven't yet abandoned your dreams, then you need to see this. Earning the kind of income you've dreamed about is easier than you think!With your permission, I'd like to send you a brief letter that will tell you WHY MLM doesn't work for most people and will then introduce you to something so new and refreshing that you'll wonder why you haven't heard of this before.I promise that there will be NO unwanted follow up, NO sales pitch, no one will call you, and your email address will only be used to send you the information. Period.To receive this free, lifechanging information, simply click Reply, type Send Info in the Subject box and hit Send. I'll get the information to you within 24 hours. Just look for the words MLM WALL OF SHAME in your Inbox.Cordially,SiddhiP.S. Someone recently sent the letter to me and it has been the most eyeopening, financially beneficial information I have ever received. I honestly believe that you will feel the same way once you've read it. And it's FREE! This email is NEVER sent unsolicited. THIS IS NOT SPAM. You are receiving this email because you EXPLICITLY signed yourself up to our list with our online signup form or through use of our FFA Links Page and EMailDOM systems, which have EXPLICIT terms of use which state that through its use you agree to receive our emailings. You may also be a member of a Altra Computer Systems list or one of many numerous FREE Marketing Services and as such you agreed when you signed up for such list that you would also be receiving this emailing. Due to the above, this email message cannot be considered unsolicitated, or spam. Irish Linux Users' Group iluglinux.ie httpwww.linux.iemailmanlistinfoilug for unsubscription information. List maintainer listmasterlinux.ie","2"
"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms conditions, visit www.07781482378.com","2"
"Final Chance! Claim ur 150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. 3.00 Subs 16","2"
"Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.","2"
"FreeMsg Hey I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts","2"
"Hard LIVE 121 chat just 60pmin. Choose your girl and connect LIVE. Call 09094646899 now! Cheap Chat UK's biggest live service. VU BCM1896WC1N3XX","2"
"Double your mins txts on Orange or 12 price linerental Motorola and SonyEricsson with BTooth FREENokia FREE Call MobileUpd8 on 08000839402 or2optoutHV9D","2"
"money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over 1million to give away ! ppt150x3normal text rate box403 w1t1jy","2"
"sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP","2"
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto httpwww.urawinner.com there is a fantastic surprise awaiting you !","2"
"What do U want for Xmas? How about 100 free text messages a new video phone with half price line rental? Call free now on 0800 0721072 to find out more!","2"
"URGENT! Your Mobile number has been awarded with a 2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only","2"
"You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p3.99","2"
"PLS STOP bootydelious 32F is inviting you to be her friend. Reply YES434 or NO434 See her www.SMS.acubootydelious STOP? Send STOP FRND to 62468","2"
"your online sales are low because you don t have enough visitors ? submitting your website in search engines may increase your online sales dramatically . if you invested time and money into your website , you simply must submit your website online otherwise it will be invisible virtually , which means efforts spent in vain . if you want people to know about your website and boost your revenues , the only way to do that is to make your site visible in places where people search for information , i . e . submit your website in multiple search engines . submit your website online and watch visitors stream to your e business . best regards , jere sparks","2"
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply","2"
"Send a logo 2 ur lover 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.","2"
"more than 100 , 000 u . s . jobs available are you looking for a job ? are you planning for a career change ? does your current job pay you little than the salary you deserved ? do you want information about who is currently hiring and their rates ? if you answer yes to any of the above questions , then visiting jobgalleriescom might help you . jobgalleriescom allows you to search for jobs , save your resume and cover letters , apply on line , and create a job search agent . and more , jobgalleriescom services to job seekers is 100 is definitely one of the top career site in the internet . visit jobgalleriescom and access more than 100 , 000 u . s . jobs . for employer and recruiter avail 75 discount at jobgalleries . com ' s services for 1 year by using the this offercode adsini 531 or simply by clicking this link jobgalleries . comto unsubscribe click here . or simply reply to this e mail and type remove in the subject line","2"
"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150pmsg rcd 16","2"
"Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt","2"
"Reminder You have not downloaded the content you have already paid for. Goto httpdoit. mymoby. tv to collect your content.","2"
"Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.","2"
"XXXMobileMovieClub To use your credit, click the WAP link in the next txt message or click here httpwap. xxxmobilemovieclub.com?nQJKGIGHJJGCBL","2"
"REMINDER FROM O2 To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode","2"
"Customer Loyalty OfferThe NEW Nokia6650 Mobile from ONLY 10 at TXTAUCTION! Txt word START to No 81151 get yours Now! 4TCtxt TC 150pMTmsg","2"
"Boltblue tones for 150p Reply POLY or MONO eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE","2"
"are you listed in major search engines ? submitting your website in search engines may increase your online sales dramatically . lf you invested time and money into your website , you simply must submit your website oniine otherwise it wiil be invisible virtualiy , which means efforts spent in vain . if you want people to know about your website and boost your revenues , the only way to do that is to make your site visibie in places where peopie search for information , i . e . submit your website in multiple search enqines . submit your website online and watch visitors stream to your e business . best reqards , edweber not interested . . .","2"
"reply soon ! ! ! dear sir , i know this email will reach you as a surprise , but need not to worry as we are using the only secured and confidential medium available to seekfor foreign assistance in a business . it is with heartfelt hope that i write to seek your co operation and assistance in the context stated below may i first introduce my self i am dr . mrs . mariam abacha , the wife of late general sani abacha former military head of state and president of the federal republic of nigeria who died suddenly on 8 th june 1998 . i got your contact on the internet as i was making contact for a honest foreigner who will help save my life and my children , hence our country has been frustrating us since the death of my husband . i have lost confidence with anybody within the country . having noted the confidence reposed on your person , i became convinced of your capability and goodwill to assist me in receiving the sum of us 20 million secretly willed in my favour by the late general my husband . this money was kept in a security company in amsterdam holland and i have all documents with me as of when it was deposited in a security vault for safe keeping . this money has been defaced for security reasons and also to avoid it been spent by unauthorized persons . it is not an ill gotten wealth rather , it was generated from my organisation family support program f . s . p . i will enlighten you more of this organisation if you indicate a helping interest to secure this money on my behalf . on your acceptance to render this assistance to me to invest this fund abroad in a confidential manner until we came to a conclusion to use it to buy houses and part of it will be used for non speculative investments in your country . however , the current civilian administration of retired general olusegun obasanjo the president of the federal republic of nigeria is seeking vengeance on the abacha family because of the life prison jail sentence confirmed on him by my late husband while in office . in pursuit of this vendetta , the present government have resolved to freeze all known assets of general sani abacha including properties at home and abroad and are presently embarking on to seize the various bank accounts of my husband in swizerland , uk , australia . in fact , the attack on our family the abacha ' s is so devastated to an extent of seizing our travelling passport , family accounts and even trying some members of our family in court for offences allegedly committed by my late husband . in view of this grevious threat to our economic and personal survival , our family trustee have secretly protected the will , the security company has called me to do something about claiming this consignment because of the demurrage it is incurring and i told them we would come and claim it very soon . but my son seriously advised me to move the fund into an overseas amount , hence the reason why i have chosen you and hope that you will come to my full assistance and unlimited co operation . in the meantime , there is a travelling embargo on us the whole family members and our local accounts are seized . we are currently living on goodwill of people who believe we cannot be held responsible for the sins of my late husband . in view of this plight , i expect you to be trustworthy and kind enough to respond to this distressed call to save me and my children from a hopeless future . and if you agree to help , we will compensate you sincerely for your candid effort in this regard with 25 of the total amount of 20 million us dollars . in that case , when the money 20 million is moved into your discrete account , you will be allowed to withdraw 25 in your favour , while 10 has been set aside for any expenses you might incur there are demurrage to pay before the consignment is sign and claimed by you . during the process of securing this consignment . the remaining 65 will be invested meaningfully for my children ' s future . my cousin dr . yemi musa has perfected arrangements with the trust company concerned and has been assured 100 risk free and safe operation . what i demand from you now is to arrange to visit the finance company where this money is being deposited and claim it as the bona fide owner . and in due course , all contacts must be made through dr yemi musa through this e mail address yemimusa 2 hotvoice . com and phone 00221 512 48 59 . senegal . i look forward to your quick response while thanking you for your co operation . in view of all above details , i request you to keep this letter and co operation highly confidential . best wishes , mrs . mariam abacha .","2"
"Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.","2"
"Dear Matthew please call 09063440451 from a landline, your complimentary 4Lux Tenerife holiday or 1000 CASH await collection. ppm150 SAE TCs Box334 SK38XH.","2"
"impress your girl with a huge cumshot ! heya ! has your cum ever dribbled and you wish it had shot out ? have you ever wanted to impress your girl with a huge cumshot ? spur m is the only site to offer an all natural male enhancement formula that is proven to increase your sperm volume by up to 500 . our highly potent , volume enhancing formula will give our results in days and comes with an impressive 100 guarantee . imagine the difference look and feel between dribbling your cum compared to shooting out burst after burst . try spur m now ! and with our money back guarantee you have absolutely nothing to lose ! look here http onlinegenericshop . com spur m enter . php no thanks http onlinegenericshop . com rr . php","2"
"For ur chance to win a 250 cash every wk TXT ACTION to 80608. T'sC's www.movietrivia.tv custcare 08712405022, 1x150pwk","2"
"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HGSuite3422Lands RowW1JHL 16","2"
"free adult . . no charges ! celebrities exposed jennifer love huitt gets barenaked ! j lo takes some puffy no credit cards , no checks it ' s free ! click here this email was sent to you by celebx mailing service using verify send technology . your email address is automatically inserted into the to and from headers of this email to eliminate undeliverable emails and excessive net traffic . if you wish to be removed from this mailing , please use our removal link here","2"
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p","2"
"Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 TsCs www.smsco.net 1.50pm approx 3mins","2"
"See These Sweet Latina Honeys Go From Clothed TO Fucked!!! Too Good To Be True? Not A Chance... Our Girls Love To Fuck Live.... CLICK HERE YOU MUST BE AT LEAST 18 TO ENTER! To be removed from our in house mailing list CLICK HERE and you will automatically be removed from future mailings.You have received this email by either requesting more information on one of our sites or someone may have used your email address. If you received this email in error, please accept our apologies.","2"
"my doctor rejected me ! i went here ! i feel great !","2"
"You are a winner U have been specially selected 2 receive 1000 cash or a 4 holiday flights inc speak to a live operator 2 claim 0871277810810","2"
"Ringtone Club Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.","2"
"FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16 norm150ptone","2"
"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?","2"
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm","2"
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optoutN9DX","2"
"Xmas Offer! Latest Motorola, SonyEricsson Nokia FREE Bluetooth or DVD! Double Mins 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout4QF2","2"
"This message is free. Welcome to the new improved Sex Dogging club! To unsubscribe from this service reply STOP. msgs150p 18 only","2"
