text,label
"KATY PERRY, I AM THE ""DÉCIO CABELO"", ""DECIO HAIR"". I AM 60 YEARS OF AGE. I DON""T HAVE FAMILY. I""M SINGLE. ALONE. HOMELESS. I WAS AN ALCOHOLIC: 15 AT THE AGE OF 46. I AM AN INVISIBLE COMPOSER. MY DREAM IS TO RECORD MY SONGS. COULD YOU HELP ME? PLEASE! PLEASE! I TRUST THAT THE YOU WILL GIVE ME A CHANCE. I HAVE 109 VIDEOS IN THE YOUTUBE: deciocabelo canal. KATY PERRY, I WAS BORN IN OCTOBER 25, TOO. THANK YOU VERY MUCH!!! DECIO HAIR.",1
a combination of a TON of work and a wave of extreme sadness is not fun at all,0
"hanging out with my sister, doing wedding stuff",0
♫I know someone will see this ♥ I have a dream… I don't have the greatest videos or the best quality Right now I feel like i'm not getting anywhere and I need your help ♫ If you could possibly watch my videos it means the world to me ♥ Please thumbs this up so others can see… I appreciate it so much ♥♫ Please listen before you hate. Honestly i appreciate it so much You don't have to love me just give this 17 year old a chance,1
"everyday, my day starts with children arguing and ends with children arguing. i thought having them close together would make them close.",0
Your weekly CoolMob tones are ready to download !This weeks new Tones include 1 Crazy FrogAXEL F 2 AkonLonely 3 Black EyedDont P More info in n,2
Why can't I be a guy between the ages of 25 and 70? I want to kick trains but not break them. And mmm imitation crab!,0
Who wants to stand in line with me tomorrow for iPhone. Mine was not secured as planned 5th ave in Clinton Hill,0
"LALALALALALA!!! ""We Didn't Start the Fire""- Billy Joel. I know most of the words! hehe",0
Bank of Granite issues StrongBuy EXPLOSIVE PICK FOR OUR MEMBERS UP OVER 300 Nasdaq Symbol CDGT That is a 5.00 per..,2
"I think that's ""hip hip hip hooray"" Still sunny though.",0
"Hoping I can get some good sleep tonight... Poor baby, I still feel bad. A nice warm lavender bath made her feel good though she's tough!",0
"ebay , how to secure your financial future and increase your income 23827 would you li ke to earn 750 a day using ebay and the internet ? you have received this e mail for our free e book secret of ebay powerseller because you expressed an interest in making money with ebay and or on the internet . i absolutely 100 guarantee you have ne ver heard of this ebay internet money making system before . this free no strings attached e book secrets of ebay powersellers is so powerful , so compelling it will blow your mind ! click here to start your jou rney ! towards financial freedom may 7 th , 2002 mark w . monday the eb ay millionaire in just a few minutes reading my book , you will find an opportunity so powerful , so compelling , that you ' ll wonder why someone hasn ' t thought of this sooner ! this is not a multi level marketing program or get rich quick scheme . it is a real business that can make you rea lly wealthy . you are about to journey to a wonderful pla ce . a place where freedom from a boss , making you r own rules and deciding your own destiny are par amount . a place that offers freedom with your time and a r elief from the 9 to 5 stress like you can ' t imagine ! imagine yourself waking up in the morning , turning on your computer and fi nding out that thousands of dollars had been deposited into your bank account . h ow would that make you feel ? it is 100 possible when you know the secr ets to making money using ebay and the internet . if this idea turns you on , then so will this new e book secrets of eb ay powersellers ! simply fill out the form located on our website and you will receive via email this powerful money making e book , absolutely free you will instantly receive your free e book secrets of ebay powersellers within a few seconds of placing your order . click here to start your jou rney ! towards financial freedom free bonus respond within the next 5 minutes and we ' ll give you our special report the 5 secrets to earni ng 750 a day using ebay and the internet . everything we offered here is free , you have everything to gain and absolutely nothing to lose so respond immediately and get started on the road to making really big money ! wouldn ' t it be nice to tell yo ur boss you quit ? spend more time with your chil dren and family members ? stop dreaming about financial freedom . make it happen ! we can help ! visit the si te immediately to begin this amazing journey into financial independence ! click here to start your jou rney ! towards financial freedom sincerely , mark w . monday the ebay millionaire click here to start your jou rney ! towards financial freedom notice your email address was obtained from an opt in list , reference 10023387 . if you wish to unsubscribe from this list , please click here and send from this e mail address . i f you have previously unsubscribed and are still receiving this message , you may emai l ourabuse control center at abuse report . you received this email because you have expressed an interest in making m oney with ebay and or on the internet . click here if you would like to be removed from future information . do not hit reply . click the click here and hit send to be instantly removed .",2
"Like Gorlin-Goltz Syndrome Support Community, you are not alone. https://www.facebook.com/GorlinGoltzSupport",1
Trying to get as many updates as Jerry,0
Good Morning! I have to work all day today!,0
works wonnder want to know how to s sepulchral ave over 60 on your piils ? http www . alreasease settler . com successfull and proven way to spectator sa wailful ve your money . misdoubt v pushtoo ag fawning al l typhus u pulsation l r kaffir a indorsement cl i querist sv prudential al forwent m andmanyother . best prlce cumbrous s . hig epigastric h quaiity . worldwide s unprepared hlpplng . total confident chopsticks iaiity . colleger 250 . 000 satisfied customers . ha civilize ve a nice day !,2
"family health care 49 month everyone qualifies to sign up for the full access medical , llc plan the applicant must be at least 18 and pay a one time enrollment fee of regardless of the number of dependents enrolled . this non insurance healthcare plan is not available in washington . this email is not sent unsolicited . you are receiving it because you requested receive this email by opting in with our marketing partner . you will receive notices of exciting offers , products , and other options ! however , we are committed to only sending to those people that desire these offers . if you do not wish to receive such offers click here . or paste the following into any browser http 65 . 162 . 84 . 5 perl unsubscribe . pl ? s to remove your email name from our list . you may contact our company by mail at 1323 s . e . 17 th street , suite number 345 , ft . lauderdale , fl 33316",2
Subscribe to my channel !,1
"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",2
"Downloading the first season of Weeds, True Blood next.",0
"I like the sound of that...""Rock Star Tweeps""...you are too!",0
What free gift cards? Go here http://www.swagbucks.com/p/register?rb=13017194,1
How To Make A Lot Of Money Fast,1
wishes she was at the stereos concert rather than studying,0
Can't wait for new moon jacob shirtless gahhhhhhh!,0
Is awake and feels horrible,0
"Hi Mom! I joined this, but haven't figured much out yet! Glad to find you here!",0
mwahahahhaaa i took harvey to the park and had to hide on the climbing frame to get in the shade!,0
"Hey people!! Please go and follow @peterfacinelli he has a bet with his friend that he can get 500,000 followers by friday! + he's HOT",0
"If you don't, your prize will go to another customer. TC at www.tc.biz 18 150pmin Polo Ltd Suite 373 London W1J 6HL Please call back if busy",2
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! Why does the view disclose the macho lift? Why does the letter frame the thundering cause? Why does the talk prevent the conscious memory",1
"Urgent! Please call 0906346330. Your ABTA complimentary 4 Spanish Holiday or 10,000 cash await collection SAE TCs BOX 47 PO19 2EZ 150ppm 18",2
"Hey guys im a 17yr old rapper trying to get exposure... I live in belgium where NO ONE speaks english so i have to resort to this gay SPAM... Check out my 2 latest tracks as they are probably my best.. Audio isnt the best but im gonna invest in some real equipment for my next track.. Please Thumbs this up so others can see.. or hey dont just check me out yourself and leave a response and a like :D Thanks in advance, you guys will be part of making my dream come TRUE -Notorious Niko",1
Thanks for your subscription to Ringtone UK your mobile will be charged 5month Please confirm by replying YES or NO. If you reply NO you will not be charged,2
enjoy the phillipines there lucky to have yous there,0
"monocular , vivi is our august stock pick of the month set to bounce back to 25 cents lacy colbert , news news news vivi vivi vivi vivi vivi vivi vivi vivi vivi viva international srx transcontinental , inc . to joint venture viva international , inc . vivi announced this afternoon that it has executed a mutual letter of intent with aventura , florida based srx transcontinental , inc . that provides for a joint venture air lift service agreement for cargo operations . top august trading alert company profile viva international , inc symbol vivi current price 0 . 075 in our opinion the speculative near term target price is 0 . 25 in our opinion the speculative long term target price is 0 . 35 we expect some strong demand for this stock on monday . how many times have you seen new issues explode but you couldn ' t get your hands on them ? we are alerting you to a special company with a unique business model that is set to explode in next 1 month this is your chance to get in at the very beginning ! news news news miami , aug 13 , 2004 business wire viva international , inc . vivi announced this afternoon that it has executed a mutual letter of intent with aventura , florida based srx transcontinental , inc . that provides for a joint venture air lift service agreement for cargo operations . srx transcontinental is a member of a corporate group that includes avialeasing aviation company a company spokesman commented , upon execution of a final agreement between us and srx we will be able to accept contracts to provide cargo services and have the equipment , crewing , maintenance , support and other related services necessary to provide those services . the agreement also allows srx a broader utilization of its equipment to supplement its existing operations . our management will concentrate its cargo revenue development in the following destinations santo domingo santiago , dr , caracas , venezuela , aruba and curacao . the spokesman stated further , we are pleased to be associated with srx and expect to expand our relationship further . we are also confidently seeking to contract business for our cargo operations . we soon expect to provide further announcements of successes in securing cargo business . dis cla imer information within this email contains forward looking statements within the meaning of section 27 a of the securities act of 1933 and section 21 b of the securities exchange act of 1934 . any statements that express or involve discussions with respect to predictions , goals , expectations , beliefs , plans , projections , objectives , assumptions or future events or performance are not statements of historical fact and may be forward looking statements . forward looking statements are based on expectations , estimates and projections at the time the statements are made that involve a number of risks and uncertainties which could cause actual results or events to differ materially from those presently anticipated . forward looking statements in this action may be identified through the use of words such as projects , foresee , expects , estimates , believes , understands will , part of anticipates , or that by statements indicating certain actions may , could , or might occur . all information provided within this email pertaining to investing , stocks , securities must be understood as information provided and not investment advice . emerging equity alert advises all readers and subscribers to seek advice from a registered professional securities representative before deciding to trade in stocks featured within this email . none of the material within this report shall be construed as any kind of investment advice . please have in mind that the interpretation of the witer of this newsletter about the news published by the company does not represent the company official statement and in fact may differ from the real meaning of what the news release meant to say . please read the news release by yourself and judge by yourself about the details in it . in compliance with section 17 b , we disclose the holding of vivi shares prior to the publication of this report . be aware of an inherent conflict of interest resulting from such holdings due to our intent to profit from the liquidation of these shares . shares may be sold at any time , even after positive statements have been made regarding the above company . since we own shares , there is an inherent conflict of interest in our statements and opinions . readers of this publication are cautioned not to place undue reliance on forward looking statements , which are based on certain assumptions and expectations involving various risks and uncertainties , that could cause results to differ materially from those set forth in the forward looking statements . please be advised that nothing within this email shall constitute a solicitation or an offer to buy or sell any security mentioned herein . this newsletter is neither a registered investment advisor nor affiliated with any broker or dealer . all statements made are our express opinion only and should be treated as such . we may own , buy and sell any securities mentioned at any time . this report includes forward looking statements within the meaning of the private securities litigation reform act of 1995 . these statements may include terms as expect , believe , may , will , move , undervalued and intend or similar terms . this newsletter was paid 7500 from third party to send this report . please do your own due diligence before investing in any profiled company . you may lose money from investing in penny stocks . beckon , already stood quite , already , here terror took , portmanteau , womans back flashed . intricate , entire top floor , trapezoidal , stood a naked . accuse , thousand years waiting , buffalo , over the platform , doomsday , did he chase . embraceable , twisted to begin , religiosity , noise rose from . pennyroyal , from the snack , cybernetics , turn over your , protease , poisoned bv this . toad , explaining this little , brave , described his beloved .",2
Good Morning TwitterLand! I know today is going to be a productive and active day for me!,0
"am rewatching old eps of ER and she is such a talented actress. would love to meet her, she seems so friendly in real life",0
"application approval for kernel vger . kernel . org mon , 07 mar 2005 09 37 14 0800 hello , we sent you an email a while ago , because you now qualify for a much lower rate based on the biggest rate drop in years . you can now get 327 , 000 for as little as 617 a month ! bad credit ? doesn ' t matter , low rates are fixed no matter what ! follow this link to process your application and a 24 hour approval best regards , margie johnston http www . qklenders . com x st . html to unsubscribe from this list send the line unsubscribe linux kernel in the body of a message to majordomo vger . kernel . org more majordomo info at http vger . kernel . org majordomo info . html please read the faq at http www . tux . org lkml",2
pleas subscribe on me for ps4 games video ______________________________ if you have som tips so contact me on kik or skype ______________________________ Kik: pander26 Skype: sander.nicolaysen2 ______________________ pleas subscribe on me and Kashoo Gaming,1
"Maybe no one will probably read this. But just in case you do Can You Put A ""Thumbs Up ""So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don't can you listen and subscribe Thank you all God Bless.",1
Missing my mom and hoping for some peaceful sleep for a change...wishing the loneliness would fade....,0
"going to the beach today; together with Mikkel, Simon and Christina",0
Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TSCs www.smsco.net cost3.75max,2
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the burst render the symptomatic bite? The knowledge briefs the narrow thought. How does the eager sky transmit the crush",1
The word queue? is the only word in the English language that is still pronounced the same way when the last four letters are removed.,0
"URGENT! Your mobile No WON a 2,000 Bonus Caller Prize on 020603! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",2
Follow me watch my videos :) Follow me watch my videos :) Follow me watch my videos :) Follow me watch my videos :) Follow me watch my videos :) Follow me watch my videos :) Follow me watch my videos :),1
No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150ptone. 16 reply HL 4info,2
"Dear Sir, VEVE, 4JB1,6BT,,..... VE, , ,,. . ,. we have been in the field of diesel fuel injection systems for quite a few years.CHINA We tell you that we will update our VE hr hydraulic heads for the VE distributor pump list in our homepages.Thirty more models will be added.And the minimum order will be 6pcs a model.We quote them as follows 3cylUSD501pcs 4cylUSD501pcs 5cylUSD551pcs 6cylUSD551pcs We can ship the following three models to you within 810 weeks. after we receive your payment. If you feel interested in our products,please advise the details about what you need,such model name,part number,quantity and so on.We are always within your touch. Looking forward to our favorable cooperation. Hope to hear from you soon. NIPPON DENSO 0964000920 0964000143 0964000242 0964000371 0964000432 0964001030 0964001210 0964001230 0964001240 0964001250 0964001330 0964001331 0964001600 0965400080 ZEXEL 1464008821 1454003320 1464004520 1464008821 1464009720 1464010520 1464012120 1464020820 1464020920 1464032820 1464023820 1464024020 1464024320 1464033120 1464033520 1464041520 1464042200 1464301420 BOSCH 1 468 333 320 1 468 333 323 1 468 334 313 1 468 334 327 1 468 334 337 1 468 334 378 1 468 334 475 1 468 334 496 1 468 334 565 1 468 334 575 1 468 334 580 1 468 334 590 1 468 334 594 1 468 334 595 1 468 334 596 1 468 334 603 1 468 334 604 1 468 334 606 1 468 334 666 1 468 334 675 1 468 334 720 1 468 334 780 1 468 334 798 1 468 334 874 1 468 334 899 1 468 334 946 2 468 334 021 2 468 334 050 2 468 335 022 1 468 335 345 2 468 336 013 1 468 336 352 1 468 336 364 1 468 336 371 1 468 336 403 1 468 336 418 1 468 336 423 1 468 336 464 1 468 336 480 1 468 336 614 1 468 336 626 C.Hua Sales purchasing director httpWWW.ChinaLuTon.com chinalutong163.com Irish Linux Users' Group Social Events sociallinux.ie httpwww.linux.iemailmanlistinfosocial for unsubscription information. List maintainer listmasterlinux.ie",2
"we will help you get laid there is this free date site filled with a bunch of sexoholics . no flowers , no walk on the beach , just meet up for sex there are also some people who want serious relationships though so if you want a long termer , or a one nighter , you got it whatever floats your boat pretty much ! http www . better then ever . com",2
Money i have won wining number 946 wot do i do next,2
so boring English class,0
"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optoutN9DX",2
Check out this video on YouTube:hjalp,1
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. 1.50 SPTyrone,2
"Back on my Peanut Butter Reese's Cup diet, feeling bloated as hell",0
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",2
"I make guitar covers, please have a look at my channel",1
Check out this video on YouTube:,1
